,match_uid_question_0,match_uid_question_1,match_uid_question_10,match_uid_question_11,match_uid_question_12,match_uid_question_13,match_uid_question_14,match_uid_question_15,match_uid_question_2,match_uid_question_3,match_uid_question_4,match_uid_question_5,match_uid_question_6,match_uid_question_7,match_uid_question_8,match_uid_question_9,uid_question_0,uid_question_1,uid_question_10,uid_question_11,uid_question_12,uid_question_13,uid_question_14,uid_question_15,uid_question_2,uid_question_3,uid_question_4,uid_question_5,uid_question_6,uid_question_7,uid_question_8,uid_question_9,star_plus
111,,,,,,,,,,,,,,,,,Disagree,Disagree,Neutral,Slightly agree,Neutral,Slightly disagree,Slightly disagree,Slightly disagree,Disagree,Slightly agree,Agree,Slightly agree,Slightly agree,Neutral,Slightly agree,Agree,5.0
112,Neutral,Slightly agree,Neutral,Neutral,Neutral,Slightly disagree,Slightly agree,Neutral,Disagree,Disagree,Agree,Slightly agree,Slightly agree,Slightly agree,Neutral,Agree,,,,,,,,,,,,,,,,,3.25
113,Slightly agree,Slightly agree,Neutral,Slightly disagree,Disagree,Slightly agree,Slightly disagree,Slightly agree,Slightly agree,Slightly agree,Disagree,Slightly agree,Neutral,Disagree,Slightly disagree,Neutral,,,,,,,,,,,,,,,,,5.0
114,,,,,,,,,,,,,,,,,Slightly disagree,Slightly agree,Agree,Agree,Neutral,Slightly disagree,Slightly agree,Neutral,Slightly disagree,Agree,Neutral,Slightly agree,Slightly agree,Slightly agree,Slightly disagree,Agree,5.0
115,Slightly agree,Agree,Neutral,Neutral,Slightly agree,Slightly agree,Agree,Neutral,Slightly agree,Neutral,Slightly disagree,Neutral,Slightly disagree,Neutral,Slightly agree,Slightly agree,,,,,,,,,,,,,,,,,2.5
116,,,,,,,,,,,,,,,,,Disagree,Neutral,Disagree,Agree,Neutral,Neutral,Disagree,Disagree,Slightly disagree,Slightly agree,Disagree,Disagree,Disagree,Disagree,Disagree,Neutral,5.0
117,Slightly disagree,Slightly disagree,Neutral,Agree,Agree,Slightly agree,Slightly agree,Agree,Slightly agree,Slightly agree,Slightly disagree,Disagree,Slightly agree,Slightly disagree,Neutral,Agree,,,,,,,,,,,,,,,,,2.0
118,,,,,,,,,,,,,,,,,Agree,Slightly agree,Agree,Slightly agree,Slightly disagree,Agree,Slightly disagree,Slightly disagree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Agree,Slightly agree,Neutral,Agree,2.5
119,Disagree,Agree,Agree,Agree,Agree,Neutral,Agree,Disagree,Neutral,Agree,Disagree,Agree,Agree,Agree,Disagree,Agree,Agree,Slightly agree,Agree,Slightly agree,Slightly disagree,Agree,Slightly disagree,Slightly disagree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Agree,Slightly agree,Neutral,Agree,0.5
120,,,,,,,,,,,,,,,,,Disagree,Neutral,Neutral,Slightly agree,Slightly disagree,Slightly agree,Neutral,Slightly disagree,Neutral,Slightly agree,Neutral,Slightly disagree,Slightly agree,Slightly agree,Neutral,Agree,5.0
121,,,,,,,,,,,,,,,,,Slightly agree,Agree,Agree,Agree,Slightly agree,Slightly agree,Agree,Slightly agree,Agree,Agree,Slightly agree,Agree,Agree,Slightly agree,Agree,Agree,1.25
122,Neutral,Neutral,Neutral,Neutral,Slightly agree,Slightly disagree,Neutral,Slightly agree,Neutral,Slightly agree,Slightly disagree,Slightly disagree,Slightly agree,Neutral,Slightly disagree,Slightly agree,,,,,,,,,,,,,,,,,4.0
123,Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Agree,Neutral,Disagree,Neutral,Disagree,Disagree,Disagree,Disagree,Neutral,Disagree,,,,,,,,,,,,,,,,,2.0
124,Neutral,Disagree,Neutral,Neutral,Disagree,Neutral,Neutral,Disagree,Neutral,Neutral,Disagree,Neutral,Disagree,Disagree,Slightly agree,Agree,,,,,,,,,,,,,,,,,5.0
125,Neutral,Neutral,Slightly disagree,Slightly disagree,Neutral,Neutral,Slightly disagree,Slightly disagree,Slightly agree,Neutral,Slightly disagree,Neutral,Slightly disagree,Slightly agree,Disagree,Neutral,,,,,,,,,,,,,,,,,1.0
126,,,,,,,,,,,,,,,,,Neutral,Slightly agree,Neutral,Neutral,Neutral,Agree,Slightly agree,Disagree,Slightly agree,Neutral,Slightly disagree,Neutral,Neutral,Neutral,Slightly agree,Agree,5.0
127,,,,,,,,,,,,,,,,,Slightly disagree,Neutral,Slightly agree,Neutral,Slightly disagree,Neutral,Agree,Disagree,Slightly disagree,Agree,Slightly agree,Slightly disagree,Slightly agree,Neutral,Disagree,Agree,5.0
128,,,,,,,,,,,,,,,,,Disagree,Slightly disagree,Agree,Slightly disagree,Agree,Agree,Agree,Slightly disagree,Agree,Agree,Disagree,Slightly disagree,Slightly agree,Disagree,Slightly disagree,Agree,3.0
129,Slightly agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Neutral,Disagree,Neutral,Agree,,,,,,,,,,,,,,,,,3.0
130,,,,,,,,,,,,,,,,,Neutral,Slightly agree,Slightly disagree,Slightly agree,Disagree,Slightly disagree,Disagree,Slightly disagree,Slightly agree,Neutral,Agree,Neutral,Agree,Agree,Slightly disagree,Slightly agree,5.0
131,Slightly agree,Agree,Disagree,Agree,Slightly agree,Slightly disagree,Disagree,Disagree,Neutral,Agree,Neutral,Neutral,Agree,Neutral,Neutral,Agree,Slightly agree,Agree,Disagree,Neutral,Agree,Slightly agree,Disagree,Neutral,Agree,Slightly agree,Disagree,Disagree,Slightly disagree,Neutral,Disagree,Neutral,2.0
132,Slightly disagree,Slightly agree,Neutral,Agree,Neutral,Agree,Neutral,Slightly disagree,Agree,Agree,Disagree,Neutral,Neutral,Neutral,Neutral,Slightly agree,,,,,,,,,,,,,,,,,5.0
133,Disagree,Neutral,Agree,Disagree,Slightly agree,Agree,Neutral,Slightly disagree,Disagree,Agree,Slightly agree,Disagree,Neutral,Disagree,Slightly agree,Agree,,,,,,,,,,,,,,,,,3.25
134,Slightly agree,Disagree,Slightly agree,Agree,Slightly disagree,Agree,Disagree,Slightly agree,Disagree,Disagree,Slightly disagree,Slightly agree,Slightly agree,Neutral,Slightly disagree,Slightly agree,Neutral,Neutral,Slightly agree,Agree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Agree,Slightly disagree,Slightly agree,Agree,Slightly disagree,Disagree,Slightly agree,5.0
135,,,,,,,,,,,,,,,,,Slightly agree,Slightly agree,Slightly disagree,Agree,Slightly agree,Agree,Slightly disagree,Agree,Slightly agree,Neutral,Slightly agree,Slightly agree,Disagree,Slightly disagree,Slightly disagree,Agree,5.0
136,,,,,,,,,,,,,,,,,Disagree,Slightly disagree,Slightly agree,Slightly agree,Slightly disagree,Slightly agree,Neutral,Disagree,Disagree,Slightly agree,Slightly disagree,Slightly disagree,Disagree,Disagree,Slightly agree,Agree,3.25
137,Slightly disagree,Slightly agree,Neutral,Agree,Slightly disagree,Slightly disagree,Slightly disagree,Slightly disagree,Slightly disagree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Neutral,Slightly agree,Slightly agree,,,,,,,,,,,,,,,,,3.25
138,Slightly disagree,Slightly agree,Slightly agree,Slightly agree,Neutral,Slightly agree,Neutral,Slightly agree,Slightly disagree,Neutral,Neutral,Slightly agree,Neutral,Slightly disagree,Slightly disagree,Agree,,,,,,,,,,,,,,,,,3.75
139,Disagree,Slightly disagree,Neutral,Agree,Neutral,Neutral,Slightly agree,Slightly disagree,Disagree,Slightly agree,Slightly agree,Slightly disagree,Neutral,Disagree,Neutral,Agree,,,,,,,,,,,,,,,,,3.25
140,Agree,Agree,Disagree,Slightly agree,Slightly disagree,Agree,Slightly disagree,Disagree,Agree,Agree,Neutral,Slightly disagree,Agree,Slightly agree,Disagree,Neutral,,,,,,,,,,,,,,,,,4.0
141,Slightly agree,Slightly agree,Slightly disagree,Neutral,Slightly agree,Agree,Slightly disagree,Slightly disagree,Slightly agree,Agree,Neutral,Neutral,Slightly agree,Slightly disagree,Neutral,Agree,,,,,,,,,,,,,,,,,5.0
142,Disagree,Disagree,Agree,Agree,Disagree,Disagree,Slightly disagree,Disagree,Slightly disagree,Disagree,Neutral,Slightly agree,Slightly disagree,Disagree,Slightly agree,Agree,,,,,,,,,,,,,,,,,5.0
143,,,,,,,,,,,,,,,,,Disagree,Neutral,Slightly agree,Slightly agree,Disagree,Disagree,Disagree,Disagree,Slightly disagree,Slightly agree,Disagree,Disagree,Neutral,Disagree,Disagree,Agree,3.25
144,,,,,,,,,,,,,,,,,Slightly agree,Agree,Neutral,Neutral,Slightly agree,Slightly agree,Agree,Neutral,Slightly agree,Neutral,Slightly disagree,Neutral,Slightly disagree,Neutral,Slightly agree,Slightly agree,5.0
145,Disagree,Slightly disagree,Disagree,Slightly disagree,Slightly agree,Slightly agree,Neutral,Slightly disagree,Slightly agree,Slightly agree,Slightly disagree,Disagree,Slightly agree,Disagree,Slightly disagree,Slightly agree,,,,,,,,,,,,,,,,,2.0
146,Slightly disagree,Neutral,Agree,Slightly agree,Slightly agree,Slightly disagree,Slightly agree,Neutral,Neutral,Neutral,Slightly agree,Agree,Agree,Neutral,Slightly agree,Agree,,,,,,,,,,,,,,,,,5.0
147,Disagree,Slightly disagree,Slightly agree,Slightly agree,Slightly disagree,Slightly agree,Neutral,Disagree,Disagree,Slightly agree,Slightly disagree,Slightly disagree,Disagree,Disagree,Slightly agree,Agree,,,,,,,,,,,,,,,,,5.0
148,,,,,,,,,,,,,,,,,Disagree,Neutral,Neutral,Slightly disagree,Disagree,Disagree,Agree,Slightly disagree,Slightly disagree,Disagree,Slightly disagree,Slightly agree,Agree,Slightly disagree,Slightly agree,Slightly agree,5.0
149,Slightly agree,Agree,Disagree,Agree,Disagree,Disagree,Agree,Disagree,Agree,Agree,Neutral,Slightly agree,Slightly agree,Slightly agree,Agree,Agree,,,,,,,,,,,,,,,,,5.0
150,Disagree,Disagree,Neutral,Disagree,Slightly agree,Agree,Slightly agree,Slightly disagree,Slightly disagree,Neutral,Slightly disagree,Slightly disagree,Neutral,Disagree,Slightly disagree,Agree,,,,,,,,,,,,,,,,,4.0
151,,,,,,,,,,,,,,,,,Disagree,Neutral,Disagree,Agree,Slightly agree,Slightly agree,Agree,Neutral,Neutral,Disagree,Neutral,Slightly agree,Agree,Slightly agree,Slightly agree,Agree,3.25
152,Disagree,Disagree,Agree,Agree,Disagree,Slightly agree,Slightly disagree,Disagree,Disagree,Agree,Neutral,Slightly agree,Slightly agree,Slightly disagree,Disagree,Agree,,,,,,,,,,,,,,,,,4.0
153,,,,,,,,,,,,,,,,,Slightly agree,Slightly agree,Neutral,Disagree,Slightly agree,Slightly agree,Neutral,Agree,Slightly agree,Agree,Neutral,Agree,Slightly agree,Agree,Disagree,Agree,4.0
154,Neutral,Slightly agree,Slightly agree,Slightly agree,Slightly disagree,Slightly disagree,Slightly agree,Neutral,Disagree,Slightly agree,Slightly agree,Disagree,Slightly agree,Slightly disagree,Slightly disagree,Agree,,,,,,,,,,,,,,,,,5.0
155,,,,,,,,,,,,,,,,,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Disagree,Slightly agree,Slightly agree,Neutral,Slightly agree,Neutral,Neutral,Slightly disagree,Slightly agree,Neutral,Slightly disagree,Agree,1.75
156,,,,,,,,,,,,,,,,,Slightly agree,Slightly agree,Slightly disagree,Neutral,Slightly agree,Agree,Slightly disagree,Slightly disagree,Slightly agree,Agree,Neutral,Neutral,Slightly agree,Slightly disagree,Neutral,Agree,3.0
157,,,,,,,,,,,,,,,,,Neutral,Slightly agree,Agree,Slightly agree,Slightly agree,Slightly agree,Agree,Neutral,Slightly disagree,Slightly agree,Neutral,Neutral,Slightly agree,Slightly disagree,Slightly disagree,Agree,5.0
158,Slightly disagree,Slightly disagree,Slightly agree,Slightly agree,Slightly agree,Slightly disagree,Neutral,Slightly disagree,Disagree,Disagree,Slightly disagree,Slightly agree,Slightly agree,Slightly disagree,Agree,Agree,,,,,,,,,,,,,,,,,5.0
159,Slightly agree,Disagree,Slightly disagree,Slightly agree,Slightly agree,Disagree,Slightly agree,Disagree,Disagree,Agree,Neutral,Disagree,Agree,Slightly agree,Slightly disagree,Agree,,,,,,,,,,,,,,,,,4.0
160,,,,,,,,,,,,,,,,,Slightly agree,Slightly agree,Disagree,Slightly disagree,Slightly disagree,Disagree,Agree,Agree,Agree,Slightly agree,Disagree,Agree,Slightly disagree,Slightly agree,Disagree,Slightly agree,5.0
161,,,,,,,,,,,,,,,,,Neutral,Slightly agree,Slightly disagree,Slightly agree,Disagree,Slightly disagree,Disagree,Slightly disagree,Slightly agree,Neutral,Agree,Neutral,Agree,Agree,Slightly disagree,Slightly agree,5.0
162,Disagree,Neutral,Slightly disagree,Neutral,Neutral,Agree,Slightly disagree,Neutral,Disagree,Disagree,Neutral,Neutral,Neutral,Neutral,Slightly disagree,Slightly agree,,,,,,,,,,,,,,,,,4.0
163,Slightly disagree,Disagree,Slightly disagree,Agree,Agree,Disagree,Slightly disagree,Slightly agree,Disagree,Slightly agree,Slightly disagree,Neutral,Disagree,Disagree,Slightly disagree,Slightly agree,,,,,,,,,,,,,,,,,5.0
164,,,,,,,,,,,,,,,,,Disagree,Neutral,Disagree,Agree,Neutral,Neutral,Disagree,Disagree,Slightly disagree,Slightly agree,Disagree,Disagree,Disagree,Disagree,Disagree,Neutral,0.75
165,Slightly disagree,Neutral,Slightly agree,Slightly agree,Slightly agree,Neutral,Slightly agree,Neutral,Neutral,Neutral,Disagree,Slightly disagree,Neutral,Disagree,Neutral,Agree,,,,,,,,,,,,,,,,,3.25
166,Agree,Slightly agree,Agree,Slightly agree,Slightly disagree,Agree,Slightly disagree,Slightly disagree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Agree,Slightly agree,Neutral,Agree,,,,,,,,,,,,,,,,,2.75
167,,,,,,,,,,,,,,,,,Disagree,Disagree,Slightly agree,Slightly disagree,Slightly agree,Slightly agree,Slightly disagree,Slightly disagree,Neutral,Neutral,Slightly disagree,Slightly agree,Slightly agree,Slightly disagree,Slightly agree,Agree,1.5
168,Disagree,Slightly agree,Disagree,Slightly disagree,Disagree,Disagree,Disagree,Disagree,Slightly disagree,Disagree,Slightly disagree,Agree,Slightly agree,Slightly disagree,Slightly disagree,Agree,,,,,,,,,,,,,,,,,5.0
169,Slightly agree,Slightly disagree,Disagree,Agree,Agree,Neutral,Agree,Agree,Slightly agree,Agree,Slightly disagree,Slightly disagree,Slightly agree,Disagree,Disagree,Slightly agree,Neutral,Slightly agree,Slightly disagree,Slightly agree,Disagree,Slightly disagree,Disagree,Slightly disagree,Slightly agree,Neutral,Agree,Neutral,Agree,Agree,Slightly disagree,Slightly agree,5.0
170,Slightly agree,Slightly agree,Neutral,Disagree,Slightly agree,Slightly agree,Neutral,Agree,Slightly agree,Agree,Neutral,Agree,Slightly agree,Agree,Disagree,Agree,,,,,,,,,,,,,,,,,5.0
171,Agree,Slightly agree,Slightly disagree,Slightly agree,Slightly disagree,Agree,Neutral,Slightly disagree,Neutral,Slightly agree,Neutral,Disagree,Neutral,Neutral,Slightly disagree,Agree,,,,,,,,,,,,,,,,,2.0
172,,,,,,,,,,,,,,,,,Neutral,Slightly agree,Neutral,Neutral,Neutral,Agree,Slightly agree,Disagree,Slightly agree,Neutral,Slightly disagree,Neutral,Neutral,Neutral,Slightly agree,Agree,5.0
173,,,,,,,,,,,,,,,,,Slightly agree,Disagree,Slightly agree,Agree,Slightly disagree,Agree,Disagree,Slightly agree,Disagree,Disagree,Slightly disagree,Slightly agree,Slightly agree,Neutral,Slightly disagree,Slightly agree,5.0
174,,,,,,,,,,,,,,,,,Disagree,Slightly agree,Slightly disagree,Slightly disagree,Slightly disagree,Slightly disagree,Slightly disagree,Slightly disagree,Disagree,Agree,Neutral,Disagree,Neutral,Neutral,Neutral,Neutral,3.0
175,,,,,,,,,,,,,,,,,Slightly disagree,Neutral,Slightly disagree,Neutral,Agree,Agree,Neutral,Slightly agree,Neutral,Agree,Neutral,Neutral,Slightly agree,Slightly disagree,Slightly disagree,Agree,3.0
176,Neutral,Slightly agree,Slightly disagree,Agree,Agree,Slightly agree,Slightly agree,Disagree,Disagree,Agree,Neutral,Disagree,Slightly agree,Neutral,Slightly disagree,Agree,,,,,,,,,,,,,,,,,5.0
177,Disagree,Agree,Neutral,Slightly disagree,Slightly disagree,Neutral,Slightly agree,Slightly agree,Neutral,Disagree,Slightly agree,Slightly agree,Slightly agree,Neutral,Slightly agree,Agree,Neutral,Slightly disagree,Agree,Slightly agree,Slightly agree,Agree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Slightly disagree,Neutral,Neutral,Disagree,Neutral,Agree,5.0
178,Neutral,Slightly disagree,Slightly agree,Slightly disagree,Disagree,Disagree,Agree,Slightly disagree,Slightly agree,Slightly disagree,Neutral,Slightly agree,Neutral,Slightly disagree,Slightly agree,Slightly agree,,,,,,,,,,,,,,,,,5.0
179,Slightly disagree,Slightly disagree,Slightly agree,Slightly agree,Slightly agree,Slightly disagree,Neutral,Slightly disagree,Disagree,Disagree,Slightly disagree,Slightly agree,Slightly agree,Slightly disagree,Agree,Agree,,,,,,,,,,,,,,,,,5.0
180,,,,,,,,,,,,,,,,,Disagree,Slightly disagree,Agree,Slightly disagree,Agree,Agree,Agree,Slightly disagree,Agree,Agree,Disagree,Slightly disagree,Slightly agree,Disagree,Slightly disagree,Agree,3.0
181,Slightly agree,Agree,Disagree,Agree,Slightly agree,Slightly disagree,Disagree,Disagree,Neutral,Agree,Neutral,Neutral,Agree,Neutral,Neutral,Agree,,,,,,,,,,,,,,,,,3.0
182,Disagree,Slightly disagree,Slightly agree,Slightly agree,Slightly disagree,Slightly disagree,Slightly disagree,Slightly disagree,Neutral,Slightly agree,Disagree,Slightly agree,Slightly agree,Slightly agree,Neutral,Agree,,,,,,,,,,,,,,,,,3.75
183,,,,,,,,,,,,,,,,,Slightly agree,Slightly agree,Agree,Agree,Neutral,Slightly disagree,Slightly agree,Agree,Slightly agree,Agree,Neutral,Slightly agree,Agree,Neutral,Slightly agree,Slightly agree,2.0
184,Neutral,Slightly agree,Slightly disagree,Slightly agree,Disagree,Slightly disagree,Disagree,Slightly disagree,Slightly agree,Neutral,Agree,Neutral,Agree,Agree,Slightly disagree,Slightly agree,,,,,,,,,,,,,,,,,3.25
185,Slightly disagree,Slightly disagree,Slightly agree,Slightly agree,Disagree,Neutral,Slightly agree,Slightly disagree,Disagree,Slightly agree,Disagree,Slightly disagree,Slightly agree,Disagree,Slightly disagree,Agree,,,,,,,,,,,,,,,,,5.0
186,Agree,Agree,Disagree,Slightly agree,Slightly disagree,Agree,Slightly disagree,Disagree,Agree,Agree,Neutral,Slightly disagree,Agree,Slightly agree,Disagree,Neutral,,,,,,,,,,,,,,,,,5.0
187,Neutral,Slightly agree,Slightly disagree,Agree,Agree,Slightly agree,Slightly agree,Disagree,Disagree,Agree,Neutral,Disagree,Slightly agree,Neutral,Slightly disagree,Agree,,,,,,,,,,,,,,,,,5.0
188,Slightly disagree,Disagree,Agree,Disagree,Disagree,Agree,Slightly disagree,Disagree,Disagree,Disagree,Disagree,Agree,Slightly agree,Neutral,Slightly disagree,Agree,,,,,,,,,,,,,,,,,4.0
189,,,,,,,,,,,,,,,,,Disagree,Disagree,Slightly agree,Agree,Agree,Slightly disagree,Agree,Slightly agree,Slightly agree,Slightly agree,Slightly disagree,Slightly disagree,Agree,Slightly disagree,Slightly disagree,Slightly agree,5.0
190,,,,,,,,,,,,,,,,,Slightly disagree,Neutral,Agree,Slightly agree,Neutral,Slightly agree,Agree,Neutral,Slightly agree,Disagree,Disagree,Slightly agree,Agree,Slightly agree,Slightly agree,Slightly agree,1.75
191,Slightly agree,Slightly agree,Disagree,Neutral,Slightly disagree,Neutral,Disagree,Disagree,Agree,Agree,Disagree,Agree,Neutral,Slightly agree,Neutral,Disagree,,,,,,,,,,,,,,,,,2.0
192,,,,,,,,,,,,,,,,,Neutral,Slightly agree,Slightly disagree,Neutral,Slightly disagree,Slightly disagree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Neutral,Agree,Agree,Slightly disagree,Slightly agree,1.5
193,Slightly agree,Slightly agree,Agree,Slightly agree,Agree,Agree,Slightly agree,Slightly agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Slightly disagree,,,,,,,,,,,,,,,,,1.0
194,,,,,,,,,,,,,,,,,Slightly agree,Slightly disagree,Slightly agree,Agree,Neutral,Slightly agree,Slightly agree,Agree,Agree,Disagree,Slightly disagree,Slightly agree,Disagree,Disagree,Disagree,Neutral,4.0
195,Slightly disagree,Neutral,Agree,Slightly agree,Slightly agree,Slightly disagree,Slightly agree,Neutral,Neutral,Neutral,Slightly agree,Agree,Agree,Neutral,Slightly agree,Agree,,,,,,,,,,,,,,,,,5.0
196,Neutral,Slightly agree,Slightly disagree,Slightly agree,Disagree,Slightly disagree,Disagree,Slightly disagree,Slightly agree,Neutral,Agree,Neutral,Agree,Agree,Slightly disagree,Slightly agree,,,,,,,,,,,,,,,,,2.5
197,Slightly disagree,Slightly agree,Slightly disagree,Slightly disagree,Slightly disagree,Agree,Slightly disagree,Slightly agree,Neutral,Slightly disagree,Slightly disagree,Neutral,Slightly disagree,Slightly agree,Disagree,Agree,,,,,,,,,,,,,,,,,5.0
198,Neutral,Neutral,Slightly agree,Agree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Agree,Slightly disagree,Slightly agree,Agree,Slightly disagree,Disagree,Slightly agree,,,,,,,,,,,,,,,,,4.0
199,,,,,,,,,,,,,,,,,Disagree,Slightly disagree,Slightly agree,Slightly disagree,Disagree,Slightly agree,Slightly agree,Slightly disagree,Disagree,Disagree,Disagree,Slightly agree,Slightly agree,Disagree,Slightly agree,Agree,5.0
200,,,,,,,,,,,,,,,,,Neutral,Slightly agree,Neutral,Neutral,Neutral,Agree,Slightly agree,Disagree,Slightly agree,Neutral,Slightly disagree,Neutral,Neutral,Neutral,Slightly agree,Agree,4.0
201,,,,,,,,,,,,,,,,,Agree,Disagree,Slightly disagree,Slightly agree,Slightly disagree,Slightly disagree,Slightly agree,Slightly disagree,Slightly disagree,Agree,Slightly disagree,Disagree,Slightly agree,Slightly disagree,Slightly agree,Agree,5.0
202,Slightly agree,Neutral,Neutral,Disagree,Neutral,Agree,Agree,Agree,Agree,Slightly agree,Disagree,Slightly disagree,Disagree,Disagree,Slightly agree,Agree,,,,,,,,,,,,,,,,,5.0
203,Disagree,Disagree,Agree,Agree,Disagree,Disagree,Slightly disagree,Disagree,Slightly disagree,Disagree,Neutral,Slightly agree,Slightly disagree,Disagree,Slightly agree,Agree,,,,,,,,,,,,,,,,,5.0
204,,,,,,,,,,,,,,,,,Disagree,Neutral,Disagree,Agree,Slightly agree,Slightly agree,Agree,Neutral,Neutral,Disagree,Neutral,Slightly agree,Agree,Slightly agree,Slightly agree,Agree,5.0
